journal,quartile
AGGRESSIVE BEHAVIOR,2
Agricultural and Food Economics,2
AGRICULTURAL ECONOMICS,2
AGRICULTURAL HISTORY REVIEW,2
AGRICULTURE AND HUMAN VALUES,2
Agriculture-Basel,2
Agroecology and Sustainable Food Systems,2
Agronomy-Basel,2
AIDS,2
AIDS PATIENT CARE AND STDS,2
AILA Review,2
Ain Shams Engineering Journal,2
AJS Review-The Journal of the Association for Jewish Studies,2
Al-Masaq-Journal of the Medieval Mediterranean,2
Alcohol Research-Current Reviews,2
Alexandria Engineering Journal,2
ALGAE,2
Algal Research-Biomass Biofuels and Bioproducts,2
Algebra & Number Theory,2
ALLERGOLOGY INTERNATIONAL,2
Allergy Asthma & Immunology Research,2
Alpine Botany,2
ALTEX-Alternatives to Animal Experimentation,2
Alzheimers & Dementia-Translational Research & Clinical Interventions,2
AMB Express,2
AMBIO,2
Ambix,2
AMERICAN BUSINESS LAW JOURNAL,2
American Economic Journal-Microeconomics,2
AMERICAN HEART JOURNAL,2
AMERICAN JOURNAL OF AGRICULTURAL ECONOMICS,2
AMERICAN JOURNAL OF ARCHAEOLOGY,2
American Journal of Biological Anthropology,2
AMERICAN JOURNAL OF BOTANY,2
AMERICAN JOURNAL OF CHINESE MEDICINE,2
AMERICAN JOURNAL OF COMMUNITY PSYCHOLOGY,2
AMERICAN JOURNAL OF EDUCATION,2
AMERICAN JOURNAL OF EPIDEMIOLOGY,2
AMERICAN JOURNAL OF GERIATRIC PSYCHIATRY,2
American Journal of Health Economics,2
AMERICAN JOURNAL OF INTERNATIONAL LAW,2
AMERICAN JOURNAL OF NEPHROLOGY,2
AMERICAN JOURNAL OF NEURORADIOLOGY,2
American Journal of Obstetrics & Gynecology MFM,2
AMERICAN JOURNAL OF ORTHODONTICS AND DENTOFACIAL ORTHOPEDICS,2
AMERICAN JOURNAL OF PATHOLOGY,2
AMERICAN JOURNAL OF PHILOLOGY,2
AMERICAN JOURNAL OF PHYSIOLOGY-ENDOCRINOLOGY AND METABOLISM,2
AMERICAN JOURNAL OF PHYSIOLOGY-HEART AND CIRCULATORY PHYSIOLOGY,2
AMERICAN JOURNAL OF PHYSIOLOGY-RENAL PHYSIOLOGY,2
American Journal of Preventive Cardiology,2
AMERICAN JOURNAL OF PREVENTIVE MEDICINE,2
AMERICAN JOURNAL OF PUBLIC HEALTH,2
AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY,2
AMERICAN JOURNAL OF ROENTGENOLOGY,2
AMERICAN LITERARY HISTORY,2
AMERICAN NATURALIST,2
AMERICAN PHILOSOPHICAL QUARTERLY,2
AMYLOID-JOURNAL OF PROTEIN FOLDING DISORDERS,2
Anaesthesia Critical Care & Pain Medicine,2
ANALYSIS,2
Analysis and Applications,2
Analytica Chimica Acta,2
ANALYTICAL AND BIOANALYTICAL CHEMISTRY,2
Anatomical Sciences Education,2
ANESTHESIA AND ANALGESIA,2
ANGLE ORTHODONTIST,2
ANIMAL BEHAVIOUR,2
Animal Bioscience,2
ANIMAL COGNITION,2
ANIMAL CONSERVATION,2
ANIMAL FEED SCIENCE AND TECHNOLOGY,2
Animal Frontiers,2
ANIMAL HEALTH RESEARCH REVIEWS,2
Animal Microbiome,2
Animal Models and Experimental Medicine,2
ANIMAL REPRODUCTION SCIENCE,2
Animals,2
Animation-An Interdisciplinary Journal,2
Annales de l Institut Henri Poincare D,2
ANNALES DE L INSTITUT HENRI POINCARE-ANALYSE NON LINEAIRE,2
ANNALI DELLA SCUOLA NORMALE SUPERIORE DI PISA-CLASSE DI SCIENZE,2
ANNALS OF AGRICULTURAL SCIENCES,2
ANNALS OF ALLERGY ASTHMA & IMMUNOLOGY,2
ANNALS OF APPLIED PROBABILITY,2
ANNALS OF BEHAVIORAL MEDICINE,2
ANNALS OF BOTANY,2
Annals of Cardiothoracic Surgery,2
Annals of Clinical and Translational Neurology,2
Annals of Clinical Microbiology and Antimicrobials,2
ANNALS OF FAMILY MEDICINE,2
Annals of Laboratory Medicine,2
ANNALS OF MEDICINE,2
Annals of Physical and Rehabilitation Medicine,2
ANNALS OF PURE AND APPLIED LOGIC,2
ANNALS OF SURGICAL ONCOLOGY,2
Annals of the American Association of Geographers,2
Annals of the American Thoracic Society,2
ANNALS OF THE ENTOMOLOGICAL SOCIETY OF AMERICA,2
ANNALS OF THE NEW YORK ACADEMY OF SCIENCES,2
ANNALS OF THORACIC SURGERY,2
Annual of the British School at Athens,2
Annual Review of Analytical Chemistry,2
Annual Review of Biomedical Data Science,2
Annual Review of Cancer Biology,2
Annual Review of Condensed Matter Physics,2
Annual Review of Financial Economics,2
Annual Review of Law and Social Science,2
Annual Review of Nuclear and Particle Science,2
Annual Review of Vision Science,2
ANNUAL REVIEWS IN CONTROL,2
Anthropocene,2
Anthropological Forum,2
Anthropological Theory,2
ANTIMICROBIAL AGENTS AND CHEMOTHERAPY,2
Antimicrobial Resistance and Infection Control,2
Antioxidants,2
ANTIOXIDANTS & REDOX SIGNALING,2
ANTIVIRAL RESEARCH,2
Anuario de Estudios Americanos,2
APL Photonics,2
APOPTOSIS,2
APPETITE,2
APPLIED ACOUSTICS,2
APPLIED AND COMPUTATIONAL HARMONIC ANALYSIS,2
Applied and Computational Mathematics,2
APPLIED AND ENVIRONMENTAL MICROBIOLOGY,2
APPLIED ANIMAL BEHAVIOUR SCIENCE,2
APPLIED CATALYSIS A-GENERAL,2
APPLIED CLAY SCIENCE,2
APPLIED ERGONOMICS,2
APPLIED GEOGRAPHY,2
Applied Linguistics Review,2
Applied Materials Today,2
APPLIED MATHEMATICAL MODELLING,2
APPLIED MATHEMATICS AND COMPUTATION,2
APPLIED MATHEMATICS AND MECHANICS-ENGLISH EDITION,2
APPLIED MATHEMATICS AND OPTIMIZATION,2
Applied Mathematics Letters,2
Applied Numerical Mathematics,2
APPLIED OCEAN RESEARCH,2
APPLIED ORGANOMETALLIC CHEMISTRY,2
APPLIED PHYSICS LETTERS,2
Applied Physics Reviews,2
APPLIED PSYCHOLINGUISTICS,2
APPLIED PSYCHOLOGY-AN INTERNATIONAL REVIEW-PSYCHOLOGIE APPLIQUEE-REVUE INTERNATIONALE,2
Applied Psychology-Health and Well Being,2
APPLIED SOFT COMPUTING,2
APPLIED SOIL ECOLOGY,2
APPLIED SPECTROSCOPY REVIEWS,2
APPLIED SURFACE SCIENCE,2
APPLIED THERMAL ENGINEERING,2
AQUACULTURAL ENGINEERING,2
AQUACULTURE,2
AQUACULTURE ECONOMICS & MANAGEMENT,2
Aquaculture Environment Interactions,2
AQUACULTURE NUTRITION,2
Aquaculture Reports,2
Arabian Journal of Chemistry,2
Archaeological and Anthropological Sciences,2
Archaeological Dialogues,2
Archaeological Journal,2
ARCHAEOLOGY IN OCEANIA,2
ARCHAEOMETRY,2
ARCHIV FUR GESCHICHTE DER PHILOSOPHIE,2
ARCHIVE FOR HISTORY OF EXACT SCIENCES,2
ARCHIVES OF ASIAN ART,2
Archives of Civil and Mechanical Engineering,2
Archives of Disease in Childhood-Fetal and Neonatal Edition,2
ARCHIVES OF PHARMACAL RESEARCH,2
ARCHIVES OF PHYSICAL MEDICINE AND REHABILITATION,2
Archives of Public Health,2
ARCHIVES OF SEXUAL BEHAVIOR,2
ARCHIVES OF TOXICOLOGY,2
Archnet-IJAR International Journal of Architectural Research,2
ARETHUSA,2
Argumentation,2
ART HISTORY,2
ARTHRITIS CARE & RESEARCH,2
ARTHRITIS RESEARCH & THERAPY,2
ARTHROPOD STRUCTURE & DEVELOPMENT,2
Arthropod Systematics & Phylogeny,2
ARTHROSCOPY-THE JOURNAL OF ARTHROSCOPIC AND RELATED SURGERY,2
Arthuriana,2
Artibus et Historiae,2
Artificial Cells Nanomedicine and Biotechnology,2
ARTIFICIAL INTELLIGENCE,2
Artificial Intelligence and Law,2
Artificial Intelligence in Medicine,2
Asia Pacific Management Review,2
Asia-Pacific Education Researcher,2
Asia-Pacific Journal of Ophthalmology,2
Asian American Journal of Psychology,2
Asian Englishes,2
ASIAN JOURNAL OF ANDROLOGY,2
Asian Journal of Social Health and Behavior,2
ASIAN MUSIC,2
ASIAN THEATRE JOURNAL,2
ASSESSMENT,2
Assessment & Evaluation in Higher Education,2
Assessment in Education-Principles Policy & Practice,2
ASTROBIOLOGY,2
Astrodynamics,2
ASTRONOMICAL JOURNAL,2
ASTRONOMY & ASTROPHYSICS,2
ASTROPHYSICAL JOURNAL,2
ASTROPHYSICAL JOURNAL SUPPLEMENT SERIES,2
ATHEROSCLEROSIS,2
Atmospheric and Oceanic Science Letters,2
Atmospheric Research,2
ATOMIC DATA AND NUCLEAR DATA TABLES,2
ATOMIC SPECTROSCOPY,2
ATTACHMENT & HUMAN DEVELOPMENT,2
Augmentative and Alternative Communication,2
AUSTRALIAN ARCHAEOLOGY,2
AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS,2
Australian Prescriber,2
Autism & Developmental Language Impairments,2
Autism Research,2
AUTOMATICA,2
Automotive Innovation,2
Azania-Archaeological Research in Africa,2
Banach Journal of Mathematical Analysis,2
BASIC AND APPLIED ECOLOGY,2
BASIN RESEARCH,2
BDJ Open,2
Behavior Research Methods,2
BEHAVIOR THERAPY,2
Behavioral and Brain Functions,2
BEHAVIORAL ECOLOGY,2
BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,2
Behavioural Public Policy,2
Berichte zur Wissenschaftsgeschichte,2
BERNOULLI,2
BEST PRACTICE & RESEARCH CLINICAL ENDOCRINOLOGY & METABOLISM,2
Best Practice & Research Clinical Gastroenterology,2
BEST PRACTICE & RESEARCH CLINICAL OBSTETRICS & GYNAECOLOGY,2
BEST PRACTICE & RESEARCH IN CLINICAL RHEUMATOLOGY,2
Best Practice & Research-Clinical Anaesthesiology,2
Bilingual Research Journal,2
Bilingualism-Language and Cognition,2
BIOCHEMICAL PHARMACOLOGY,2
BIOCHEMICAL SOCIETY TRANSACTIONS,2
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR AND CELL BIOLOGY OF LIPIDS,2
BIOCHIMICA ET BIOPHYSICA ACTA-MOLECULAR BASIS OF DISEASE,2
BIOCHIMICA ET BIOPHYSICA ACTA-REVIEWS ON CANCER,2
BioChip Journal,2
BIOCONJUGATE CHEMISTRY,2
BIOCONTROL,2
Biocybernetics and Biomedical Engineering,2
BIODIVERSITY AND CONSERVATION,2
BIODRUGS,2
BIOELECTROCHEMISTRY,2
Bioengineering & Translational Medicine,2
Biofabrication,2
Biofilm,2
BIOGEOCHEMISTRY,2
Biogeosciences,2
BIOLOGICAL CONTROL,2
BIOLOGICAL INVASIONS,2
Biological Psychiatry-Cognitive Neuroscience and Neuroimaging,2
Biological Psychiatry: Global Open Science,2
BIOLOGICAL RESEARCH,2
Biological Theory,2
BIOLOGY AND FERTILITY OF SOILS,2
Biology Direct,2
Biology Letters,2
BIOLOGY OF REPRODUCTION,2
Biology of Sex Differences,2
BIOLOGY OF SPORT,2
Biology-Basel,2
Biomarker Research,2
BIOMASS & BIOENERGY,2
Biomaterials Advances,2
Biomaterials Research,2
Biomedical Signal Processing and Control,2
BIOMEDICINE & PHARMACOTHERAPY,2
Biomolecules,2
BIOORGANIC CHEMISTRY,2
BIOSYSTEMS ENGINEERING,2
Biotechnology for Biofuels and Bioproducts,2
BIPOLAR DISORDERS,2
BJOG-AN INTERNATIONAL JOURNAL OF OBSTETRICS AND GYNAECOLOGY,2
BJU INTERNATIONAL,2
Blockchain-Research and Applications,2
Blood and Lymphatic Cancer-Targets and Therapy,2
BLOOD REVIEWS,2
BMC BIOLOGY,2
BMC BIOTECHNOLOGY,2
BMC Chemistry,2
BMC GENOMICS,2
BMC Geriatrics,2
BMC HEALTH SERVICES RESEARCH,2
BMC Medical Research Methodology,2
BMC MICROBIOLOGY,2
BMC NURSING,2
BMC Oral Health,2
BMC Palliative Care,2
BMC PLANT BIOLOGY,2
BMC Pregnancy and Childbirth,2
BMC Psychiatry,2
BMC PUBLIC HEALTH,2
BMC Veterinary Research,2
BME Frontiers,2
BMJ Evidence-Based Medicine,2
BMJ Open Diabetes Research & Care,2
BMJ Sexual & Reproductive Health,2
Bogoslovni Vestnik-Theological Quarterly-Ephemerides Theologicae,2
Boletin del Museo Chileno de Arte Precolombino,2
BONE,2
Bone & Joint Open,2
BONE MARROW TRANSPLANTATION,2
Borderline Personality Disorder and Emotion Dysregulation,2
Borsa Istanbul Review,2
BOTANICAL JOURNAL OF THE LINNEAN SOCIETY,2
BOTANICAL REVIEW,2
Botanical Studies,2
Brain Communications,2
BRAIN PATHOLOGY,2
BREAST,2
BREAST CANCER RESEARCH,2
BRIEFINGS IN BIOINFORMATICS,2
British Accounting Review,2
BRITISH EDUCATIONAL RESEARCH JOURNAL,2
BRITISH JOURNAL OF CANCER,2
BRITISH JOURNAL OF CRIMINOLOGY,2
BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY,2
BRITISH JOURNAL OF GENERAL PRACTICE,2
BRITISH JOURNAL OF HAEMATOLOGY,2
BRITISH JOURNAL OF HEALTH PSYCHOLOGY,2
BRITISH JOURNAL OF MANAGEMENT,2
BRITISH JOURNAL OF OPHTHALMOLOGY,2
BRITISH JOURNAL OF PHARMACOLOGY,2
British Journal of Politics & International Relations,2
BRITISH JOURNAL OF PSYCHOLOGY,2
BRITISH MEDICAL BULLETIN,2
Bulletin of Earthquake Engineering,2
Bulletin of Engineering Geology and the Environment,2
BULLETIN OF INDONESIAN ECONOMIC STUDIES,2
Bulletin of Mathematical Sciences,2
BULLETIN OF THE AMERICAN MATHEMATICAL SOCIETY,2
BULLETIN OF THE AMERICAN METEOROLOGICAL SOCIETY,2
BULLETIN OF THE AMERICAN MUSEUM OF NATURAL HISTORY,2
BULLETIN OF THE WORLD HEALTH ORGANIZATION,2
BULLETIN OF VOLCANOLOGY,2
BURLINGTON MAGAZINE,2
Burns & Trauma,2
Business Ethics the Environment & Responsibility,2
BUSINESS HISTORY REVIEW,2
CALIFORNIA LAW REVIEW,2
CALIFORNIA MANAGEMENT REVIEW,2
Cambridge Classical Journal,2
CAMBRIDGE JOURNAL OF ECONOMICS,2
Cambridge Opera Journal,2
CANADIAN JOURNAL OF CARDIOLOGY,2
Canadian Slavonic Papers,2
Cancer & Metabolism,2
CANCER AND METASTASIS REVIEWS,2
Cancer Biology & Medicine,2
CANCER BIOLOGY & THERAPY,2
CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,2
CANCER IMAGING,2
Cancer Research and Treatment,2
CANCER SCIENCE,2
Carbohydrate Polymer Technologies and Applications,2
CARBON,2
Carbon Balance and Management,2
Carbon Capture Science & Technology,2
Carbon Resources Conversion,2
Cardiac Failure Review,2
CARIES RESEARCH,2
Cartography and Geographic Information Science,2
Case Studies in Construction Materials,2
Case Studies in Thermal Engineering,2
Catalan Journal of Linguistics,2
CATALYSIS REVIEWS-SCIENCE AND ENGINEERING,2
CATALYSIS TODAY,2
CBE-Life Sciences Education,2
Celestinesca,2
Cell and Bioscience,2
CELL CALCIUM,2
Cell Communication and Signaling,2
Cell Death Discovery,2
Cell Reports Physical Science,2
Cells,2
CELLULAR AND MOLECULAR LIFE SCIENCES,2
CELLULAR ONCOLOGY,2
CELLULAR SIGNALLING,2
CEPHALALGIA,2
Ceramics International,2
CHAUCER REVIEW,2
ChemBioEng Reviews,2
Chemical and Biological Technologies in Agriculture,2
CHEMICAL COMMUNICATIONS,2
CHEMICAL ENGINEERING SCIENCE,2
CHEMICAL GEOLOGY,2
CHEMICAL RECORD,2
CHEMICO-BIOLOGICAL INTERACTIONS,2
Chemistry Education Research and Practice,2
CHEMISTRY OF MATERIALS,2
CHEMOMETRICS AND INTELLIGENT LABORATORY SYSTEMS,2
ChemSusChem,2
CHILD ABUSE & NEGLECT,2
Child and Adolescent Psychiatry and Mental Health,2
CHILD MALTREATMENT,2
China & World Economy,2
China Agricultural Economic Review,2
China Economic Quarterly International,2
CHINA ECONOMIC REVIEW,2
China Geology,2
China Information,2
CHINA JOURNAL,2
CHINA OCEAN ENGINEERING,2
Chinese Geographical Science,2
Chinese Herbal Medicines,2
Chinese Journal of Cancer Research,2
Chinese Journal of Communication,2
CHINESE JOURNAL OF GEOPHYSICS-CHINESE EDITION,2
Chinese Journal of International Law,2
CHINESE JOURNAL OF LASERS-ZHONGGUO JIGUANG,2
Chinese Journal of Natural Medicines,2
CHINESE JOURNAL OF PHYSICS,2
CHINESE JOURNAL OF POLYMER SCIENCE,2
CHINESE MEDICAL JOURNAL,2
Chinese Medicine,2
Chinese Optics Letters,2
Chinese Physics C,2
Chinese Sociological Review,2
CINEASTE,2
Circulation-Genomic and Precision Medicine,2
CIRP Journal of Manufacturing Science and Technology,2
Civil Engineering Journal-Tehran,2
Civil Wars,2
CLASSICAL PHILOLOGY,2
Cleaner Environmental Systems,2
CLIMATE DYNAMICS,2
Climate of the Past,2
CLIMATE POLICY,2
Climate Services,2
CLIMATIC CHANGE,2
CLINICAL AND EXPERIMENTAL ALLERGY,2
CLINICAL AND EXPERIMENTAL OPHTHALMOLOGY,2
Clinical and Translational Allergy,2
Clinical and Translational Medicine,2
CLINICAL CHEMISTRY,2
CLINICAL CHEMISTRY AND LABORATORY MEDICINE,2
Clinical Epigenetics,2
Clinical Implant Dentistry and Related Research,2
CLINICAL INFECTIOUS DISEASES,2
Clinical Interventions in Aging,2
CLINICAL JOURNAL OF PAIN,2
CLINICAL MICROBIOLOGY AND INFECTION,2
Clinical Oral Investigations,2
CLINICAL ORTHOPAEDICS AND RELATED RESEARCH,2
CLINICAL PHARMACOKINETICS,2
CLINICAL PHARMACOLOGY & THERAPEUTICS,2
Clinical Psychological Science,2
CLINICAL PSYCHOLOGY-SCIENCE AND PRACTICE,2
Clinical Research in Cardiology,2
CLINICAL SCIENCE,2
CLINICS IN PERINATOLOGY,2
CNS Neuroscience & Therapeutics,2
COASTAL ENGINEERING,2
Cochrane Database of Systematic Reviews,2
Cogent Arts & Humanities,2
Cognition,2
COGNITION AND INSTRUCTION,2
COGNITIVE BEHAVIOUR THERAPY,2
Cognitive Research-Principles and Implications,2
COGNITIVE SCIENCE,2
COLD REGIONS SCIENCE AND TECHNOLOGY,2
Cold Spring Harbor Perspectives in Medicine,2
COLLOIDS AND SURFACES A-PHYSICOCHEMICAL AND ENGINEERING ASPECTS,2
COLLOIDS AND SURFACES B-BIOINTERFACES,2
Colorectal Disease,2
COMBINATORICA,2
Comedia Performance,2
Communication & Society-Spain,2
Communication and Critical-Cultural Studies,2
Communication and the Public,2
Communication Culture & Critique,2
COMMUNICATION MONOGRAPHS,2
COMMUNICATION QUARTERLY,2
COMMUNICATION REVIEW,2
COMMUNICATIONS IN CONTEMPORARY MATHEMATICS,2
COMMUNICATIONS IN MATHEMATICAL PHYSICS,2
Communications in Nonlinear Science and Numerical Simulation,2
Communications in Number Theory and Physics,2
COMMUNICATIONS IN PARTIAL DIFFERENTIAL EQUATIONS,2
Communications Materials,2
Communications Medicine,2
Comparative European Politics,2
COMPARATIVE LITERATURE,2
Comparative Literature-East & West,2
COMPARATIVE POLITICS,2
Competition & Change,2
COMPOSITE STRUCTURES,2
Composites Communications,2
COMPOSITES PART A-APPLIED SCIENCE AND MANUFACTURING,2
COMPOSITES SCIENCE AND TECHNOLOGY,2
Comprehensive Physiology,2
COMPREHENSIVE PSYCHIATRY,2
COMPUTATIONAL LINGUISTICS,2
COMPUTATIONAL MECHANICS,2
Computational Visual Media,2
Computer Methods and Programs in Biomedicine,2
COMPUTER PHYSICS COMMUNICATIONS,2
Computer Science Education,2
COMPUTER STANDARDS & INTERFACES,2
COMPUTERIZED MEDICAL IMAGING AND GRAPHICS,2
COMPUTERS & CHEMICAL ENGINEERING,2
COMPUTERS & GEOSCIENCES,2
Computers & Industrial Engineering,2
COMPUTERS & MATHEMATICS WITH APPLICATIONS,2
COMPUTERS & OPERATIONS RESEARCH,2
COMPUTERS & SECURITY,2
COMPUTERS & STRUCTURES,2
COMPUTERS IN BIOLOGY AND MEDICINE,2
Computers in Human Behavior Reports,2
Conflict and Health,2
Constructions and Frames,2
Contemporary British History,2
Contemporary Islam-Dynamics of Muslim Life,2
Contemporary Italian Politics,2
Contemporary Politics,2
CONTINENTAL PHILOSOPHY REVIEW,2
CONTINUITY AND CHANGE,2
CONTRACEPTION,2
Contrastive Pragmatics,2
CONTRIBUTIONS TO MINERALOGY AND PETROLOGY,2
CONTRIBUTIONS TO ZOOLOGY,2
CONTROL ENGINEERING PRACTICE,2
Convergence-The International Journal of Research into New Media Technologies,2
Cooperation and Conflict,2
CORAL REEFS,2
Corporate Governance-The International Journal of Business in Society,2
Corporate Social Responsibility and Environmental Management,2
Corpus Linguistics and Linguistic Theory,2
Corpus Pragmatics,2
CORTEX,2
CREATIVITY RESEARCH JOURNAL,2
Crime and Justice-A Review of Research,2
Crime Media Culture,2
Crime Science,2
CRIMINAL JUSTICE AND BEHAVIOR,2
Critical African Studies,2
Critical Discourse Studies,2
CRITICAL INQUIRY,2
Critical Philosophy of Race,2
CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY,2
CRITICAL REVIEWS IN BIOTECHNOLOGY,2
CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES,2
CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION,2
CRITICAL REVIEWS IN MICROBIOLOGY,2
CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY,2
CRITICAL REVIEWS IN PLANT SCIENCES,2
CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES,2
CRITICAL REVIEWS IN TOXICOLOGY,2
CRITICAL SOCIAL POLICY,2
Critical Studies in Education,2
CRITICAL STUDIES IN MEDIA COMMUNICATION,2
Critical Studies in Television,2
Critical Studies on Terrorism,2
Croatian Journal of Forest Engineering,2
Crop Protection,2
Cryosphere,2
CRYSTAL GROWTH & DESIGN,2
CSEE Journal of Power and Energy Systems,2
Cultural & Social History,2
Cultural Diversity & Ethnic Minority Psychology,2
Cultural Sociology,2
Curator-The Museum Journal,2
Current Addiction Reports,2
CURRENT ALLERGY AND ASTHMA REPORTS,2
CURRENT ANTHROPOLOGY,2
Current Atherosclerosis Reports,2
Current Diabetes Reports,2
Current Environmental Health Reports,2
Current HIV/AIDS Reports,2
CURRENT HYPERTENSION REPORTS,2
Current Neurology and Neuroscience Reports,2
Current Nutrition Reports,2
Current Oncology Reports,2
Current Opinion in Behavioral Sciences,2
CURRENT OPINION IN BIOTECHNOLOGY,2
CURRENT OPINION IN CELL BIOLOGY,2
CURRENT OPINION IN CHEMICAL BIOLOGY,2
Current Opinion in Chemical Engineering,2
CURRENT OPINION IN COLLOID & INTERFACE SCIENCE,2
Current Opinion in Critical Care,2
Current Opinion in Electrochemistry,2
CURRENT OPINION IN GENETICS & DEVELOPMENT,2
Current Opinion in Green and Sustainable Chemistry,2
Current Opinion in HIV and AIDS,2
CURRENT OPINION IN IMMUNOLOGY,2
CURRENT OPINION IN INFECTIOUS DISEASES,2
CURRENT OPINION IN MICROBIOLOGY,2
CURRENT OPINION IN NEUROBIOLOGY,2
CURRENT OPINION IN NEUROLOGY,2
CURRENT OPINION IN OPHTHALMOLOGY,2
CURRENT OPINION IN PLANT BIOLOGY,2
CURRENT OPINION IN PSYCHIATRY,2
Current Opinion in Psychology,2
CURRENT OPINION IN RHEUMATOLOGY,2
CURRENT OPINION IN SOLID STATE & MATERIALS SCIENCE,2
CURRENT OPINION IN STRUCTURAL BIOLOGY,2
Current Opinion in Virology,2
Current Osteoporosis Reports,2
Current Pollution Reports,2
Current Psychiatry Reports,2
Current Research in Microbial Sciences,2
Current Reviews in Musculoskeletal Medicine,2
Current Rheumatology Reports,2
CURRENT TREATMENT OPTIONS IN ONCOLOGY,2
Currents in Biblical Research,2
Curriculum Studies in Health and Physical Education,2
CYTOKINE & GROWTH FACTOR REVIEWS,2
Data Intelligence,2
DECISION SUPPORT SYSTEMS,2
DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,2
Demonstratio Mathematica,2
DENDROCHRONOLOGIA,2
DEPRESSION AND ANXIETY,2
Dermatitis,2
DESALINATION,2
DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,2
DEUTSCHE VIERTELJAHRSSCHRIFT FUR LITERATURWISSENSCHAFT UND GEISTESGESCHICHTE,2
Deutsches Arzteblatt International,2
DEVELOPMENT,2
DEVELOPMENT AND CHANGE,2
DEVELOPMENT AND PSYCHOPATHOLOGY,2
Developmental Cognitive Neuroscience,2
DEVELOPMENTAL MEDICINE AND CHILD NEUROLOGY,2
DEVELOPMENTAL PSYCHOLOGY,2
Developments in the Built Environment,2
DIABETES,2
DIABETES & METABOLISM,2
Diabetes & Metabolism Journal,2
DIABETES OBESITY & METABOLISM,2
Diabetes Technology & Therapeutics,2
Diachronica,2
Diagnostic and Interventional Imaging,2
Dialogues in Clinical Neuroscience,2
DIGESTIVE AND LIVER DISEASE,2
Digestive Endoscopy,2
Digital Communications and Networks,2
Digital Discovery,2
Disability and Health Journal,2
Discourse & Communication,2
DISCOURSE PROCESSES,2
DISCOURSE STUDIES,2
DISEASES OF THE COLON & RECTUM,2
DISPLAYS,2
Distance Education,2
DNA RESEARCH,2
Documenta Mathematica,2
DOMESTIC ANIMAL ENDOCRINOLOGY,2
DRUG AND ALCOHOL DEPENDENCE,2
DRUG DELIVERY,2
Drug Design Development and Therapy,2
DRUG DISCOVERY TODAY,2
DRUG METABOLISM AND DISPOSITION,2
DRUG SAFETY,2
DUKE LAW JOURNAL,2
Dutch Crossing-Journal of Low Countries Studies,2
DYES AND PIGMENTS,2
EAR AND HEARING,2
EARLY MUSIC HISTORY,2
Early Science and Medicine,2
Earth System Dynamics,2
EARTHQUAKE ENGINEERING & STRUCTURAL DYNAMICS,2
Earthquake Engineering and Engineering Vibration,2
East European Politics,2
Ecclesiology,2
ECOLOGICAL APPLICATIONS,2
ECOLOGICAL ECONOMICS,2
ECOLOGICAL ENGINEERING,2
ECOLOGICAL ENTOMOLOGY,2
Ecological Informatics,2
ECOLOGICAL MONOGRAPHS,2
Ecological Processes,2
ECOLOGY,2
Ecology and Evolution,2
EcoMat,2
Economic Analysis and Policy,2
ECONOMIC JOURNAL,2
ECONOMIC MODELLING,2
ECONOMIC POLICY,2
ECONOMICS AND PHILOSOPHY,2
ECONOMY AND SOCIETY,2
Ecosystem Health and Sustainability,2
Ecosystem Services,2
Ecosystems and People,2
ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,2
Educacion XX1,2
Education and Information Technologies,2
EDUCATIONAL ADMINISTRATION QUARTERLY,2
Educational Assessment Evaluation and Accountability,2
EDUCATIONAL EVALUATION AND POLICY ANALYSIS,2
Educational Psychology,2
EDUCATIONAL REVIEW,2
Educational Studies in Mathematics,2
EDUCATIONAL TECHNOLOGY & SOCIETY,2
EFORT Open Reviews,2
Egyptian Informatics Journal,2
Eighteenth-Century Fiction,2
Eikon Imago,2
EJNMMI Physics,2
EJSO,2
ELECTORAL STUDIES,2
ELECTROCHIMICA ACTA,2
ELECTRONIC JOURNAL OF PROBABILITY,2
ELT Journal,2
Emergencias,2
Emerging Contaminants,2
EMERGING INFECTIOUS DISEASES,2
Emerging Markets Review,2
EMOTION,2
Emotion Space and Society,2
Empirical Musicology Review,2
EMPIRICAL SOFTWARE ENGINEERING,2
ENDOCRINE-RELATED CANCER,2
Endocrinology and Metabolism,2
ENDOCRINOLOGY AND METABOLISM CLINICS OF NORTH AMERICA,2
Energetic Materials Frontiers,2
Energy and AI,2
ENERGY AND BUILDINGS,2
Energy Conversion and Management-X,2
Energy Materials,2
Energy Nexus,2
Energy Policy,2
Energy Research & Social Science,2
Energy Strategy Reviews,2
